Document Title,DOI,PDF Link,excluded_stage1,excluded_stage2,excluded_stage3
Predicting Security Vulnerabilities using Source Code Metrics,10.1109/SweDS53855.2021.9638301,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9638301,FALSE,FALSE,FALSE
Towards Improving Multiple Authorship Attribution of Source Code,10.1109/QRS57517.2022.00059,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10062407,FALSE,TRUE,TRUE
Text-Based Machine Learning Models for Cross-Domain Vulnerability Prediction: Why They may not be Effective?,10.1109/IRI54793.2022.00044,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9874043,FALSE,TRUE,TRUE
A Comparative Study of Deep Learning-Based Vulnerability Detection System,10.1109/ACCESS.2019.2930578,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8769937,FALSE,TRUE,TRUE
The Study on Security Online Judge System Applied Sandbox Technology,10.1109/SNPD54884.2022.10051768,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10051768,FALSE,TRUE,TRUE
A Study on Security Framework for Ambient Intelligent Environment (ISyRAmISF: ISyRAmI Security Framework),10.1109/ICWMC.2009.22,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5279480,TRUE,TRUE,TRUE
When Deep Learning Meets Smart Contracts,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9285659,TRUE,TRUE,TRUE
The Detection and Defense Mechanism for SQL Injection Attack Based on Web Application,10.1109/ITAIC54216.2022.9836786,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9836786,FALSE,TRUE,TRUE
"Diverse Approaches Have Been Presented To Mitigate SQL Injection Attack, But It Is Still Alive: A Review",10.1109/ICCA56443.2022.10039611,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10039611,FALSE,TRUE,TRUE
FTCLNet: Convolutional LSTM with Fourier Transform for Vulnerability Detection,10.1109/TrustCom50675.2020.00078,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9343188,FALSE,FALSE,FALSE
SoliAudit: Smart Contract Vulnerability Assessment Based on Machine Learning and Fuzz Testing,10.1109/IOTSMS48152.2019.8939256,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8939256,FALSE,FALSE,FALSE
Automatic Identification of Vulnerable Code: Investigations with an AST-Based Neural Network,10.1109/COMPSAC51774.2021.00219,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9529451,FALSE,FALSE,FALSE
An Empirical Study On Software Metrics and Machine Learning to Identify Untrustworthy Code,10.1109/EDCC53658.2021.00020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9603588,FALSE,TRUE,TRUE
Detecting Privacy-Sensitive Code Changes with Language Modeling,10.1145/3524842.3528518,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796200,TRUE,TRUE,TRUE
Machine Learning for Source Code Vulnerability Detection: What Works and What Isn’t There Yet,10.1109/MSEC.2022.3176058,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9859261,FALSE,TRUE,TRUE
Buffer Overflow Vulnerability Prediction from x86 Executables Using Static Analysis and Machine Learning,10.1109/COMPSAC.2015.78,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7273653,FALSE,TRUE,TRUE
Machine learning based software fault prediction utilizing source code metrics,10.1109/CCCS.2018.8586805,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8586805,FALSE,TRUE,TRUE
Machine Learning for Software Vulnerability Detection: A Survey,10.1109/ICCITM56309.2022.10031734,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10031734,FALSE,TRUE,TRUE
Host-Oriented Approach to Cyber Security for the SCADA Systems,10.1109/CiSt49399.2021.9357299,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9357299,FALSE,TRUE,TRUE
Generating Adversarial Source Programs Using Important Tokens-based Structural Transformations,10.1109/ICECCS54210.2022.00029,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9763729,FALSE,TRUE,TRUE
Dazzle: Using Optimized Generative Adversarial Networks to Address Security Data Class Imbalance Issue,10.1145/3524842.3528437,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796337,TRUE,TRUE,TRUE
Review on Trustworthy Analysis in binary code,10.1109/ICACCS51430.2021.9442052,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9442052,FALSE,TRUE,TRUE
GraphEye: A Novel Solution for Detecting Vulnerable Functions Based on Graph Attention Network,10.1109/DSC53577.2021.00060,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9750460,FALSE,TRUE,TRUE
Using Software Metrics for Predicting Vulnerable Code-Components: A Study on Java and Python Open Source Projects,10.1109/CSE/EUC.2019.00028,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8919513,FALSE,FALSE,FALSE
PatchRNN: A Deep Learning-Based System for Security Patch Identification,10.1109/MILCOM52596.2021.9652940,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9652940,FALSE,FALSE,FALSE
Deep Learning and Regularization Algorithms for Malicious Code Classification,10.1109/ACCESS.2021.3090464,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9459716,FALSE,TRUE,TRUE
Malicious code detection method based on image segmentation and deep residual network RESNET,10.1109/ICCEA53728.2021.00099,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9581088,FALSE,TRUE,TRUE
Locating Buffer Overflow Vulnerabilities Based on Sensitive Functions,10.1109/ICCNEA57056.2022.00082,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9933307,FALSE,TRUE,TRUE
VELVET: a noVel Ensemble Learning approach to automatically locate VulnErable sTatements,10.1109/SANER53432.2022.00114,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9825786,FALSE,FALSE,FALSE
Machine Learning to Combine Static Analysis Alerts with Software Metrics to Detect Security Vulnerabilities: An Empirical Study,10.1109/EDCC53658.2021.00008,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9603695,FALSE,TRUE,TRUE
Research on Network Malicious Code Detection and Provenance Tracking in Future Network,10.1109/QRS-C.2018.00055,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8431983,FALSE,TRUE,TRUE
Vulnerable Code Detection Using Software Metrics and Machine Learning,10.1109/ACCESS.2020.3041181,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9272730,FALSE,FALSE,FALSE
HeNet: A Deep Learning Approach on Intel® Processor Trace for Effective Exploit Detection,10.1109/SPW.2018.00025,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8424641,FALSE,TRUE,TRUE
On the Effectiveness of Deep Vulnerability Detectors to Simple Stupid Bug Detection,10.1109/MSR52588.2021.00068,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463107,FALSE,TRUE,TRUE
CWE Pattern Identification using Semantical Clustering of Programming Language Keywords,10.1109/CSCS52396.2021.00027,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9481054,FALSE,TRUE,TRUE
A Comparative Study of Neural Network Techniques for Automatic Software Vulnerability Detection,10.1109/TASE49443.2020.00010,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9405265,FALSE,TRUE,TRUE
Profile Similarity Recognition in Online Social Network using Machine Learning Approach,10.1109/ICIRCA54612.2022.9985683,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9985683,FALSE,TRUE,TRUE
Sequence-to-Sequence Learning-Based Conversion of Pseudo-Code to Source Code Using Neural Translation Approach,10.1109/ACCESS.2022.3155558,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9723496,FALSE,TRUE,TRUE
Information-theoretic Source Code Vulnerability Highlighting,10.1109/IJCNN52387.2021.9533907,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9533907,FALSE,TRUE,TRUE
DeepLaBB: A Deep Learning Framework for Blocking Bugs,10.1109/ICSIoT55070.2021.00013,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9706546,FALSE,TRUE,TRUE
UA-Miner: Deep Learning Systems for Expose Unprotected API Vulnerability in Source Code,10.1109/ICACI49185.2020.9177528,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9177528,FALSE,FALSE,FALSE
A Proposed Approach to Build an Automated Software Security Assessment Framework using Mined Patterns and Metrics,10.1109/CSE/EUC.2019.00042,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8919532,FALSE,TRUE,TRUE
Obfuscation Code Technics Based on Neural Networks Mechanism,10.1109/SAIC51296.2020.9239247,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9239247,FALSE,TRUE,TRUE
Code Similarity Detection Technique Based on AST Unsupervised Clustering Method,10.1109/ICCC51575.2020.9344882,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9344882,FALSE,TRUE,TRUE
Reentrancy Vulnerability Detection of Smart Contract Based on Bidirectional Sequential Neural Network with Hierarchical Attention Mechanism,10.1109/ICBCTIS55569.2022.00024,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9845089,FALSE,TRUE,TRUE
Exploration of Application Security for Medical Electronic Health Card,10.1109/AIE57029.2022.00092,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9898701,FALSE,TRUE,TRUE
DevSecOps: A Security Model for Infrastructure as Code Over the Cloud,10.1109/MIUCC55081.2022.9781709,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9781709,FALSE,TRUE,TRUE
Selected Code-Quality Characteristics and Metrics for Internet of Things Systems,10.1109/ACCESS.2022.3170475,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9762941,FALSE,TRUE,TRUE
Malicious Code Family Classification Method Based on Spatial Pyramid Pooling and Deep Residual Network,10.1109/CCIS53392.2021.9754597,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9754597,FALSE,TRUE,TRUE
Developer’s Roadmap to Design Software Vulnerability Detection Model Using Different AI Approaches,10.1109/ACCESS.2022.3191115,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9830729,FALSE,TRUE,TRUE
Identifying Vulnerabilities in Docker Image Code using ML Techniques,10.1109/ASIANCON55314.2022.9908676,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9908676,FALSE,TRUE,TRUE
Finding A Needle in a Haystack: Automated Mining of Silent Vulnerability Fixes,10.1109/ASE51524.2021.9678720,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9678720,FALSE,FALSE,FALSE
Ontology-Based Security Context Reasoning for Power IoT-Cloud Security Service,10.1109/ACCESS.2019.2933859,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8792053,FALSE,TRUE,TRUE
Code Visualization for Plagiarism Detection,10.1109/SNAMS58071.2022.10062664,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10062664,FALSE,TRUE,TRUE
Machine Learning Based File Entropy Analysis for Ransomware Detection in Backup Systems,10.1109/ACCESS.2019.2931136,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8772046,FALSE,TRUE,TRUE
Source Code Vulnerability Detection Based On SAR-GIN,10.1109/CECIT53797.2021.00202,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9741883,FALSE,FALSE,FALSE
An Effective Approach for Malware Detection and Explanation via Deep Learning Analysis,10.1109/IJCNN52387.2021.9534115,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9534115,FALSE,FALSE,TRUE
Monitoring Social Media for Vulnerability-Threat Prediction and Topic Analysis,10.1109/TrustCom50675.2020.00243,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9343128,FALSE,TRUE,TRUE
Ahead of the Curve: A Deeper Understanding of Network Threats Through Machine Learning,10.1109/TENCON.2018.8650218,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8650218,FALSE,TRUE,TRUE
Machine Learning Model for Smart Contracts Security Analysis,10.1109/PST47121.2019.8949045,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8949045,FALSE,FALSE,FALSE
MVD: Memory-Related Vulnerability Detection Based on Flow-Sensitive Graph Neural Networks,10.1145/3510003.3510219,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9794007,TRUE,TRUE,TRUE
A Semantic Analysis-Based Method for Smart Contract Vulnerability,10.1109/BigDataSecurityHPSCIDS54978.2022.00015,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9799475,FALSE,FALSE,FALSE
DeepAutoD: Research on Distributed Machine Learning Oriented Scalable Mobile Communication Security Unpacking System,10.1109/TNSE.2021.3100750,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9502011,FALSE,TRUE,TRUE
A Neural Embedding for Source Code: Security Analysis and CWE Lists,10.1109/DASC-PICom-CBDCom-CyberSciTech49142.2020.00095,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9251115,FALSE,TRUE,TRUE
Machine learning based malware classification for Android applications using multimodal image representations,10.1109/ISCO.2016.7726949,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7726949,FALSE,TRUE,TRUE
ProcGuard: Process Injection Behaviours Detection Using Fine-grained Analysis of API Call Chain with Deep Learning,10.1109/TrustCom56396.2022.00109,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10063560,FALSE,TRUE,TRUE
Manifesting Bugs in Machine Learning Code: An Explorative Study with Mutation Testing,10.1109/QRS.2018.00044,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8424982,FALSE,TRUE,TRUE
Code Authority Control Method Based on File Security Level and ACL in WebIDE,10.1109/IRCE.2018.8492957,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8492957,FALSE,TRUE,TRUE
Data-driven Predictive Model of Windows 10's Vulnerabilities,10.1109/ICECCME55909.2022.9988548,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9988548,FALSE,TRUE,TRUE
Importance of Cyber Security in Software Quality Assurance,10.1109/ICET56601.2022.10004656,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10004656,FALSE,TRUE,TRUE
A Mitmproxy-based Dynamic Vulnerability Detection System For Android Applications,10.1109/MSN57253.2022.00072,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10076608,FALSE,TRUE,TRUE
New Malicious Code Detection Based on N-gram Analysis and Rough Set Theory,10.1109/ICCIAS.2006.295252,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4076158,TRUE,TRUE,TRUE
Coverage-Guided Learning-Assisted Grammar-Based Fuzzing,10.1109/ICSTW.2019.00065,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8728905,FALSE,TRUE,TRUE
Deep Learning Architectural Designs for Super-Resolution Of Noisy Images,10.1109/ICASSP39728.2021.9414733,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9414733,FALSE,TRUE,TRUE
Shallow or Deep? An Empirical Study on Detecting Vulnerabilities using Deep Learning,10.1109/ICPC52881.2021.00034,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9462962,FALSE,FALSE,FALSE
The Detecting Cross-Site Scripting (XSS) Using Machine Learning Methods,10.1109/GloSIC50886.2020.9267866,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9267866,FALSE,FALSE,TRUE
Cloud Property Graph: Connecting Cloud Security Assessments with Static Code Analysis,10.1109/CLOUD53861.2021.00014,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9582243,FALSE,TRUE,TRUE
The design and implementation of a malicious code behavior detecting model based on virtualization techology,10.1109/ICMLC.2010.5580772,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5580772,TRUE,TRUE,TRUE
An Approach Of Dismissal Of Noise In Face Recognition Using Convolution Neural Network (CNN),10.1109/FABS52071.2021.9702661,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9702661,FALSE,TRUE,TRUE
Evaluating micro patterns and software metrics in vulnerability prediction,10.1109/SOFTWAREMINING.2017.8100852,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8100852,FALSE,TRUE,TRUE
Asleep at the Keyboard? Assessing the Security of GitHub Copilot’s Code Contributions,10.1109/SP46214.2022.9833571,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9833571,FALSE,TRUE,TRUE
Transformer-XL With Graph Neural Network for Source Code Summarization,10.1109/SMC52423.2021.9658619,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9658619,FALSE,TRUE,TRUE
MultiCode: A Unified Code Analysis Framework based on Multi-type and Multi-granularity Semantic Learning,10.1109/ISSREW53611.2021.00102,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9700202,FALSE,TRUE,TRUE
Security Assessment of Code Obfuscation Based on Dynamic Monitoring in Android Things,10.1109/ACCESS.2017.2693388,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7898406,FALSE,TRUE,TRUE
A Software Vulnerability Dataset of Large Open Source C/C++ Projects,10.1109/PRDC55274.2022.00029,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10027806,FALSE,TRUE,TRUE
Deep Learning-Based Code Index Modulation Spread Spectrum Underwater Acoustic Communication,10.1109/COA50123.2021.9520033,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9520033,FALSE,TRUE,TRUE
Combat mobile malware via N-gram based deep learning,10.1109/SIU.2018.8404399,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8404399,FALSE,TRUE,TRUE
Analysis and Evaluation for Detection Techniques on Host Anomalous Behavior Using Machine Learning,10.1109/CEI57409.2022.9950074,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9950074,FALSE,TRUE,TRUE
The Detection Method for XSS Attacks on NFV by Using Machine Learning Models,10.1109/DASA54658.2022.9765122,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9765122,FALSE,TRUE,TRUE
Classification of malicious web code by machine learning,10.1109/ICAwST.2011.6163109,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6163109,TRUE,TRUE,TRUE
Active Learning to Improve Static Analysis,10.1109/ICMLA.2019.00215,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8999299,FALSE,TRUE,TRUE
Semantic Learning Based Cross-Platform Binary Vulnerability Search For IoT Devices,10.1109/TII.2019.2947432,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8869943,FALSE,TRUE,TRUE
Semantic Learning and Emulation Based Cross-Platform Binary Vulnerability Seeker,10.1109/TSE.2019.2956932,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8918305,FALSE,TRUE,TRUE
Software Supply Chain Vulnerabilities Detection in Source Code: Performance Comparison between Traditional and Quantum Machine Learning Algorithms,10.1109/BigData55660.2022.10020813,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10020813,FALSE,TRUE,TRUE
Detecting SQL Injection Attacks in Cloud SaaS using Machine Learning,10.1109/BigDataSecurity-HPSC-IDS49724.2020.00035,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9123029,FALSE,TRUE,TRUE
Research and implementation of obfuscation binary code similarity detection,10.1109/IAECST57965.2022.10062142,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10062142,FALSE,TRUE,TRUE
Malicious Code Detection Scheme Based on CWRNN for Microgrid Controllers,10.1109/EI247390.2019.9061849,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9061849,FALSE,TRUE,TRUE
A Security Analysis Method of Security Protocol Implementation Based on Unpurified Security Protocol Trace and Security Protocol Implementation Ontology,10.1109/ACCESS.2019.2940512,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8830439,FALSE,TRUE,TRUE
DRLFCfuzzer: fuzzing with Deep-Reinforcement-Learning under Format Constraints,10.1109/EIECT58010.2022.00080,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10066806,FALSE,TRUE,TRUE
